"Iter.","Eval.","Accept.","Steps.","Accept.","Steps.","Accept.","Steps.","Time m:s"
0,72,4.34615384615384681e-01,4,4.16666666666666685e-01,2,4.47368421052631582e-01,9,69.62217102386057
1,75,,,,,2.50000000000000000e-01,1,69.68241135403514
2,78,,,,,2.50000000000000000e-01,1,69.74071052111685
3,84,,,,,1.66666666666666657e-01,1,69.85434057936072
20,40101,7.38589746862169938e-01,709,7.63261485253240224e-01,686,7.65550824624438686e-01,742,2567.7762709334493
40,93177,7.75863440122605885e-01,830,7.52030781314281027e-01,891,7.49593258563624798e-01,836,5983.93127030693
60,148626,7.53227852263770092e-01,803,7.60442445336303341e-01,881,7.69884324929371311e-01,867,9510.895589317195
80,206964,7.65597741757057637e-01,902,7.57342952922372081e-01,926,7.47524008196359890e-01,876,13158.487039929256
100,257148,7.36487461116295483e-01,509,7.75084381579350667e-01,797,7.23291325268225371e-01,749,16383.673134989105
120,273816,7.49822002206045446e-01,270,7.21873357620068545e-01,265,7.59117321149873070e-01,283,17435.544759819284
140,288012,6.98991487342191631e-01,250,7.47729428526689666e-01,226,7.66826990226872285e-01,212,18374.769043837674
160,305145,7.60172169168097489e-01,313,7.35947624288944557e-01,272,7.00034340846027781e-01,256,19434.56949388422
180,321291,7.47593010747527709e-01,265,7.38230989888017275e-01,257,7.31859134522927612e-01,296,20477.66950685531
200,339702,7.71721542919174830e-01,246,7.76732260778999595e-01,293,7.57095169598380302e-01,251,21628.579967839643
220,355077,7.26877165186748830e-01,234,7.57953439153931874e-01,245,7.37020580919910184e-01,274,22588.436627208255
240,372702,7.34436170270009958e-01,213,7.22741011750321571e-01,280,7.74068132943654175e-01,224,23725.117408852093
260,387315,7.52303927990435550e-01,256,7.12469443009161929e-01,232,6.99974283040553202e-01,250,24673.46095640026
280,409569,7.76079515379079377e-01,232,7.70036317627527556e-01,354,7.83117028548019123e-01,286,26099.977106900886
300,427614,7.67586066650852383e-01,179,7.57712550399536333e-01,287,7.35767050656981114e-01,295,27243.45698524546
320,441093,7.60598423795737721e-01,216,7.51866530350534190e-01,214,7.70644021295234349e-01,231,28102.456119327806
340,456249,7.56590940604254247e-01,189,7.57615504754021285e-01,241,7.45246549228328004e-01,205,29058.164940403774
360,471621,7.79773398088833058e-01,168,7.45136250572281278e-01,244,7.71635794340522541e-01,215,30017.896030589938
380,483576,7.46370533214015919e-01,193,7.50724992385446876e-01,190,7.55479789628195952e-01,166,30779.900727746077
400,498033,7.17918936173663091e-01,256,7.64124309533336543e-01,230,7.72895747479736106e-01,210,31724.20158942975
420,512565,7.46609001701602604e-01,254,7.71894102340366151e-01,231,7.53664837817115685e-01,201,32602.07612400502
