"Iter.","Eval.","Accept.","Steps.","Accept.","Steps.","Accept.","Steps.","Time m:s"
0,21,3.75000000000000000e-01,2,3.75000000000000000e-01,2,3.75000000000000000e-01,2,0.23960960190743208
1,24,2.50000000000000000e-01,1,2.50000000000000000e-01,1,2.50000000000000000e-01,1,0.2482847459614277
2,27,2.50000000000000000e-01,1,2.50000000000000000e-01,1,2.50000000000000000e-01,1,0.2520639831200242
3,36,3.33333333333333315e-01,1,2.50000000000000000e-01,1,3.75000000000000000e-01,2,0.34768191538751125
20,30831,7.78575783696686230e-01,426,7.55879010619656233e-01,541,7.50970350081146432e-01,571,327.37847888097167
40,75330,7.55599727591292680e-01,810,7.55688210990140163e-01,742,7.53222354692730134e-01,683,800.0413743359968
60,122907,7.50757758765094874e-01,662,7.58134390730601182e-01,756,7.56977952303218626e-01,690,1304.9240288725123
80,163428,7.53662870459995582e-01,682,7.62388101198165025e-01,644,7.49479556541845504e-01,732,1736.3104679239914
100,204783,7.76523490105641923e-01,259,7.26149635037039554e-01,457,7.80979365404548487e-01,661,2175.9119803085923
120,209928,7.41002130129423509e-01,61,7.61570336992735575e-01,97,7.01555643527905004e-01,82,2230.454857372679
140,216036,7.62768184095155677e-01,82,7.12482837518869871e-01,74,7.54168614653726643e-01,97,2295.3749447930604
160,220554,7.40311543128486904e-01,80,7.80915806466376483e-01,84,7.36977529055673042e-01,72,2343.870375224389
180,226383,7.75456560619970925e-01,73,7.66031498855719750e-01,64,7.52405677282212859e-01,93,2405.649082594551
200,230391,7.03108748052061694e-01,59,7.48081905835436545e-01,59,7.42640077419581823e-01,64,2448.4546187203377
220,234267,7.57845135234261669e-01,80,7.53802170376677072e-01,73,7.62727317750344525e-01,62,2489.6209751497954
240,238431,7.36642820835317291e-01,74,7.42559993310581756e-01,57,7.49208088323313426e-01,67,2533.795341405086
260,242535,7.55131294580989598e-01,70,7.44933109197584153e-01,72,7.16591491257534519e-01,65,2577.6828566528857
280,247770,7.74767990623739355e-01,61,7.77566983953867030e-01,69,7.72941466789271336e-01,84,2632.9824415324256
300,252702,7.63883020426556647e-01,70,7.54082873865278280e-01,68,7.46519990736200678e-01,79,2685.457633923739
320,256386,7.46348202758778778e-01,65,7.50436176753577766e-01,58,7.56426249740392298e-01,59,2724.5881480248645
340,260166,7.48727509817158410e-01,56,7.59314458410696669e-01,64,7.66697580704545523e-01,60,2765.182986913249
360,264042,7.79495177061364508e-01,56,7.60325656953503293e-01,55,7.40641702929734858e-01,62,2806.5582695296034
380,267630,7.25666794968717777e-01,58,7.62522588530886503e-01,52,7.75364806884956237e-01,57,2844.549371903762
400,271794,7.47116324263960241e-01,50,7.50958136592987380e-01,61,7.45210937197226642e-01,67,2889.118723047897
420,275694,7.56774252432994565e-01,69,7.48673941905444451e-01,57,7.66564142627634726e-01,62,2930.474131371826
440,279474,7.73386836264633004e-01,58,7.26963091961634444e-01,99,7.56456514933801727e-01,60,2970.945637620054
460,283200,8.41987664071522146e-01,60,7.44764559584176089e-01,80,7.27019424306539208e-01,59,3010.633539624512
480,287514,8.23126095635357546e-01,61,7.69552924404397931e-01,65,7.66638453433433953e-01,69,3056.6371943093836
500,291408,7.64926018617248293e-01,61,7.90914401198110628e-01,60,7.45804458468932729e-01,62,3097.497864319943
520,295188,8.17056338704315266e-01,60,8.55256747684294716e-01,60,8.42150661787795518e-01,60,3137.421141904779
540,298968,7.91372112998683819e-01,60,8.61618859790423186e-01,60,7.84707613125193770e-01,60,3177.837568779476
560,302748,8.15292470968062011e-01,60,8.35259548841412958e-01,60,7.79364355292349931e-01,60,3217.6777624255046
580,306528,8.04726027165754698e-01,60,8.46589958364574069e-01,60,7.81041029067229386e-01,60,3258.0559252854437
600,310308,8.09012961497348471e-01,60,8.24080564839483665e-01,60,8.33435093640196301e-01,60,3298.1547915376723
620,314088,7.79380102321977963e-01,60,8.64344996204481131e-01,60,8.30137320536789014e-01,60,3338.5810609078035
640,317868,8.46690198488944223e-01,60,8.14404452828314418e-01,60,8.32383109922473219e-01,60,3378.77365257591
660,321648,8.41543649487387801e-01,60,8.24133332039793443e-01,60,7.82961905678300818e-01,60,3419.1224659234285
680,325428,8.08932346605241159e-01,60,8.60299964247433602e-01,60,8.30483699935471775e-01,60,3459.246958695352
700,329208,8.50459895268376731e-01,60,7.84172529396528262e-01,60,8.00115506199663207e-01,60,3499.382126780227
720,332988,7.84269830982100791e-01,60,8.45413725848026432e-01,60,8.04183092623536933e-01,60,3539.5412416998297
740,336768,7.88950990682000253e-01,60,8.29655059121547245e-01,60,8.34246721595483076e-01,60,3579.7291017035022
760,340548,7.95305420015990361e-01,60,8.53226531552174317e-01,60,8.20619383537155467e-01,60,3619.911698094569
780,344328,8.36471584824086123e-01,60,8.35186510086009637e-01,60,7.47344994451934697e-01,60,3659.439706264995
800,348108,8.13653047877825331e-01,60,7.99794921411112525e-01,60,8.22871882388593101e-01,60,3699.4523903615773
820,351888,8.31348202208987641e-01,60,8.63984984824006874e-01,60,7.62112194873199478e-01,60,3739.2114928569645
840,355668,8.28368161602415887e-01,60,8.73105043162756833e-01,60,7.84674702815504332e-01,60,3779.38213880267
860,359448,8.02531673910688803e-01,60,7.93054801818733113e-01,60,7.78775529411616541e-01,60,3819.440165675245
880,363228,7.69145706174516830e-01,60,7.84316974202960981e-01,60,8.31859493115320370e-01,60,3859.249961753376
900,367008,8.23655076944015963e-01,60,8.44521498302832851e-01,60,7.99323690414499022e-01,60,3899.0420079780743
920,370788,7.88374430128415460e-01,60,8.07542343791376460e-01,60,8.22381168234080362e-01,60,3939.277978438884
940,373971,7.47808701996290570e-01,58,8.46076761729807947e-01,60,7.95791989706491343e-01,60,3978.81302384194
960,376491,,,8.24268543478172355e-01,60,7.93505438515919259e-01,60,4017.9864022620022
980,378707,,,8.10291714222845183e-01,60,7.84699804180671867e-01,60,4056.780304459855
1000,379904,,,,,8.17983779890742335e-01,60,4092.760038662702
