"Iter.","Eval.","Accept.","Steps.","Accept.","Steps.","Accept.","Steps.","Time m:s"
0,384,3.55999999999999983e-01,62,4.74015588743578908e-01,14,3.84920634920634941e-01,9,4.353288306854665
1,420,3.84615384615384637e-02,6,,,,,4.754040345549583
2,582,2.65341715965985214e-01,27,,,,,6.340007455088198
3,990,4.72792875647065791e-01,38,,,1.79554836335366730e-01,145,10.341043286956847
20,37938,7.64106263990583789e-01,688,7.49909108655377521e-01,626,7.64506588999613435e-01,539,389.0666001653299
40,76695,7.52856167326431125e-01,616,7.62159672186839776e-01,628,7.64548056269937382e-01,672,786.1588557269424
60,111558,7.60622174130869522e-01,554,7.45741113349322027e-01,514,7.42619162362877394e-01,604,1144.2975812796503
80,149319,7.35139462474700078e-01,600,7.51415256850911151e-01,540,7.91565548072441394e-01,602,1531.1488532461226
100,184002,7.81636293515676539e-01,551,7.24790390702796272e-01,435,7.16634173491690341e-01,475,1886.3504672171548
120,194307,7.15285247152486980e-01,164,7.92843284004328019e-01,225,7.58825149291719292e-01,181,1991.495248244144
140,206973,7.60563898027541208e-01,202,7.19772763472610655e-01,132,7.35071549616696629e-01,203,2120.6501890281215
160,217803,6.83809863981674093e-01,172,7.42940734857744256e-01,161,6.98749186907981712e-01,192,2231.953748723492
180,231561,7.31147882213026623e-01,188,7.55133705413819079e-01,142,7.83058766269383755e-01,224,2372.569281931035
200,243465,7.53542008693062648e-01,184,7.74496310176934211e-01,151,7.45158565323102651e-01,189,2494.4753268826753
220,253872,7.58309319893995415e-01,196,7.47858668608797905e-01,139,7.42307524172202693e-01,166,2601.1261054640636
240,267279,7.72378943397317053e-01,187,7.66401307066886583e-01,230,7.50061998035657318e-01,213,2738.8400693312287
260,278448,7.25118022787739847e-01,139,7.63187578385317811e-01,166,7.33762323017428608e-01,178,2852.9155621789396
280,289383,7.58985782655755004e-01,211,7.56820329378786960e-01,129,7.68476419476666450e-01,174,2965.384519067593
300,298110,7.51265688613040661e-01,141,7.68230149665646178e-01,144,7.43871862326857092e-01,139,3055.5988618973643
320,306540,7.50302266827851283e-01,144,7.61329705794065226e-01,142,7.56849654052164866e-01,134,3142.761843362823
340,316644,7.65748919382607474e-01,161,7.72668018750933605e-01,122,7.37893118325497088e-01,161,3246.3656368721277
360,324087,7.35169055945739891e-01,143,7.28180763981802537e-01,118,7.79172140186860873e-01,119,3322.498529736884
380,334797,7.47040514872771233e-01,170,7.74811849928093044e-01,122,7.37758271898661944e-01,170,3432.544232928194
400,344913,7.92934580588815607e-01,132,7.32545714915399548e-01,161,7.67048312594992066e-01,161,3535.9410546943545
420,354864,7.62171243414245247e-01,114,7.19813545605965222e-01,278,7.57562103231908424e-01,158,3638.3176010102034
440,363276,7.14297339695010969e-01,106,7.14488149728128685e-01,206,7.50929232015057124e-01,134,3725.238842177205
460,373554,7.59011041856926028e-01,190,8.46445699728337830e-01,165,7.38428321263598697e-01,163,3830.713954541832
480,385641,7.50503754798966138e-01,212,8.96524283436253233e-01,128,7.54419273744997954e-01,192,3954.102404884994
500,395391,7.95138585571313006e-01,219,8.86334228259113344e-01,128,7.64712529830517518e-01,155,4053.4089604709297
520,406122,8.74078244084357081e-01,240,8.94438427372778122e-01,149,8.81741095620781068e-01,123,4162.9861454041675
540,420654,8.78952925580681055e-01,231,9.25113212913332816e-01,124,9.17600961026449835e-01,124,4311.96465164423
560,435186,8.45067850187338987e-01,231,8.85787365055515252e-01,138,8.58435314971825680e-01,124,4460.9930416196585
580,450486,9.15284346311314279e-01,243,9.18716790121773874e-01,134,9.01810540515388115e-01,124,4617.3241206575185
600,465786,8.65197887495665952e-01,243,9.14146542319081212e-01,160,8.84569721236331374e-01,124,4773.954682483338
620,481086,8.70856268901553210e-01,243,9.36871563370101690e-01,128,8.79372157370397090e-01,124,4930.716015112586
640,496386,8.61316519759500632e-01,243,9.26606397487609867e-01,134,8.94319421654115265e-01,124,5087.111147645861
660,511302,8.99498258879979140e-01,237,9.09632341616945506e-01,145,9.07045044813797219e-01,124,5239.800977426581
680,526602,9.06560718014746914e-01,243,9.37880554962466806e-01,134,8.56796482692981587e-01,124,5397.4681263761595
700,541518,8.78639159242907031e-01,237,9.01759978016805741e-01,128,8.77861367798775327e-01,124,5550.162966925651
720,555282,8.71446527828101503e-01,219,9.08055058414153127e-01,124,9.03665900218911688e-01,124,5690.940074553713
740,570582,9.19197254753431059e-01,243,9.01670645784843350e-01,134,9.14316527478240104e-01,124,5848.419090521522
760,582355,9.06286206481098366e-01,237,9.04442910214599993e-01,120,8.77190497596257557e-01,124,6002.28827024065
780,587331,9.01000542783853331e-01,237,,,3.92613550756701568e-01,64,6147.791149951518
800,592431,9.14121310352609684e-01,243,,,,,6295.481293207966
820,597531,9.04391245528323395e-01,243,,,,,6444.458549638279
840,602631,8.76964955448796379e-01,243,,,,,6594.430304518901
860,607603,8.81761684935717938e-01,237,,,,,6739.314479394816
880,612575,8.76457982983646855e-01,237,,,,,6884.790914656594
900,617291,9.11271213947373426e-01,225,,,,,7022.977374580689
920,622263,8.94543934278605568e-01,237,,,,,7168.374296395108
940,627235,8.93000729196065435e-01,237,,,,,7314.232995554805
960,632207,8.70600272421173660e-01,237,,,,,7458.905905834399
980,637051,9.03454515890203758e-01,231,,,,,7600.53931817133
1000,641896,8.62553446498540821e-01,243,,,,,7741.639289868064
