"Iter.","Eval.","Accept.","Steps.","Accept.","Steps.","Accept.","Steps.","Time m:s"
0,27,3.33333334015563754e-01,1,1.42857178411592567e-01,3,4.00000000000000022e-01,1,0.1440221439997913
1,30,,,2.50000000000000000e-01,1,,,0.16202793999946152
2,39,2.17297999478164694e-01,2,1.25000000000000000e-01,2,,,0.21498012099982589
3,804,,,4.98478287289140842e-01,128,2.49665256925112045e-01,15,4.643770799999402
20,21981,7.72781434456511152e-01,407,7.42492364462712939e-01,370,7.58351624803909163e-01,360,123.96231307000016
40,37953,7.56041872065155052e-01,211,7.72759729734454170e-01,269,7.54427901391231615e-01,238,212.8014928980001
60,54492,7.48700145015888552e-01,243,7.51328927116007073e-01,263,7.48171552859141609e-01,256,305.9898640270003
80,66828,7.54188685597384278e-01,228,7.43057572819085133e-01,196,7.66131951916398934e-01,179,375.02603405099944
100,77841,7.29376124235787682e-01,137,7.74553959590556840e-01,175,7.64354459628060257e-01,57,436.1526733720002
120,79026,7.17262498423422934e-01,22,7.17089580673921367e-01,19,6.85000726572483898e-01,32,442.6584105920001
140,80550,7.76351254585824324e-01,25,7.53440652599033145e-01,25,7.66222355542886313e-01,25,450.979029307
160,81504,6.92945932322563296e-01,20,7.16358256794069947e-01,16,7.33384841422845213e-01,19,456.313697519
180,82971,7.82816112456512059e-01,25,7.41437674631066357e-01,23,7.57285966008151012e-01,24,464.7577962710002
200,84336,7.47871951798621426e-01,22,7.52332262498823678e-01,22,7.80164567244835849e-01,20,472.377183519
220,85614,7.33850111317846943e-01,19,7.53762041423657325e-01,22,6.90895191162928080e-01,22,479.63963903199965
240,86952,7.56846092049657027e-01,24,7.58109488202996840e-01,20,7.74748400128807746e-01,22,487.0574674600002
260,88422,7.48518111322899138e-01,20,7.03944958836027923e-01,26,7.51892175618092407e-01,20,495.33599899399997
280,90066,7.64001095002920683e-01,25,7.58477453409883817e-01,27,7.67105442366955215e-01,20,504.53883390600004
300,91350,7.47982031491160715e-01,24,7.61998241582227398e-01,21,7.53374714099039555e-01,19,511.5739270409995
320,92658,7.63280404616714536e-01,24,7.67535185816337173e-01,21,7.73440913016300691e-01,17,518.919652001
340,93930,7.60957622274270995e-01,21,7.55984244429389496e-01,17,7.67878474636162323e-01,16,526.2200177329996
360,95286,7.56147364642089537e-01,22,7.66177272517300612e-01,19,7.40250217065879013e-01,21,534.145911783
380,96330,7.54164746690080490e-01,17,7.44204609188683808e-01,18,7.65337950926988420e-01,19,539.9191829599995
400,97614,7.47355942182181043e-01,21,7.64814467427730071e-01,18,7.24224275543839058e-01,19,547.0043608899996
420,98706,7.66430498053396247e-01,18,7.55666105682135325e-01,16,7.08269217708067722e-01,24,553.3344324379996
440,99942,7.45931202936032434e-01,20,7.40010168883398989e-01,16,7.88330112987512988e-01,30,560.3345925220001
460,101049,7.31818853033514238e-01,18,7.58056696408949793e-01,27,7.88464886854359559e-01,15,566.7113688130003
480,102405,7.60126406904881868e-01,22,7.58746739509793211e-01,19,8.33735259631298242e-01,15,574.7333112589995
500,103785,7.85622527178843066e-01,22,7.64719811403096528e-01,16,7.62610276573600698e-01,15,583.4321299590001
