"Iter.","Eval.","Accept.","Steps.","Accept.","Steps.","Accept.","Steps.","Time m:s"
0,21,3.88888888888888840e-01,1,3.88888888888888840e-01,1,3.75000000000000000e-01,2,51.35090065281838
1,24,2.50000000000000000e-01,1,2.50000000000000000e-01,1,2.50000000000000000e-01,1,51.359249737113714
2,27,,,,,2.50000000000000000e-01,1,51.39720687735826
3,33,3.33333333333333315e-01,1,3.33333333333333315e-01,1,3.33333333333333315e-01,1,51.47075903695077
20,35274,7.65537413073657969e-01,653,7.45172676042750504e-01,615,7.46654996752835642e-01,488,1650.9522089827806
40,70800,7.64814471432086695e-01,490,7.75279674302478572e-01,596,7.56684578531999108e-01,529,3311.1583674084395
60,106113,7.51415110648888884e-01,535,7.59468948175651248e-01,561,7.71972830533370069e-01,552,4921.753001653589
80,137112,7.48996923677856752e-01,508,7.44357266074502144e-01,493,7.72722401022368888e-01,461,6372.493431846611
100,162129,7.20741095032639389e-01,350,7.70679374864060462e-01,397,7.34639468076769386e-01,381,7539.665877472609
120,172692,7.62645979770441018e-01,206,7.33422504300053291e-01,168,7.37923617059477399e-01,225,8023.69767696131
140,185940,7.61918162834970492e-01,163,7.42688235084378090e-01,211,7.55810774361694970e-01,185,8591.377805915661
160,195345,7.05829488090828683e-01,169,7.27400604592437938e-01,150,7.21898853797840689e-01,135,9063.009165165946
180,205824,7.46167583794527189e-01,193,7.41733402280305709e-01,167,7.51932877954269108e-01,165,9548.433476034552
200,219636,7.84609260555556909e-01,213,7.69111713804087826e-01,220,7.69080935358577245e-01,157,10172.601932323538
220,230220,7.28676353435687596e-01,192,7.51809834619454942e-01,168,7.70388639218506421e-01,166,10655.983088775538
240,239235,7.48144356891145890e-01,160,7.36031181257059353e-01,135,7.17489958448174092e-01,131,11071.403048844077
260,248463,7.39970066548023331e-01,147,7.32651991482690002e-01,134,7.54590603224871037e-01,154,11487.635755953379
280,261525,7.46694774475535450e-01,193,7.66564604219819312e-01,246,7.61018414688967915e-01,161,12102.442022490315
300,274845,7.59171541594627519e-01,187,7.60058897093879304e-01,212,7.79011147249025870e-01,125,12720.792342947796
320,283767,7.71796098609915160e-01,181,7.62594532013963211e-01,141,7.66350163138469043e-01,103,13134.430151002482
340,296049,7.36614673452473889e-01,195,7.66234769235509705e-01,151,7.70887306313028375e-01,124,13689.898148462176
360,310965,7.73081390651644162e-01,237,7.60975301319442687e-01,119,7.72797163699700751e-01,122,14378.070996987633
380,319983,7.41874887060682831e-01,144,7.90963876244834552e-01,143,6.83601124818978167e-01,114,14791.59112114925
