Observable,Value,ID,Time
Act. receptor conc. Amount 1,2.5274921389139995,490,15
Act. receptor conc. Amount 1,2.7745471951646716,491,20
Act. receptor conc. Amount 1,2.9283666813744507,492,25
Act. receptor conc. Amount 1,0.43595346927860246,493,1
Act. receptor conc. Amount 1,1.5706240285430058,494,5
Act. receptor conc. Amount 1,2.4335587397313487,495,10
Act. receptor conc. Amount 1,2.598370070579222,496,15
Act. receptor conc. Amount 1,2.7123137660419676,497,20
Act. receptor conc. Amount 1,3.011048954292231,498,25
Act. receptor conc. Amount 1,0.41465178643849265,499,1
Act. receptor conc. Amount 1,1.7144909919280633,500,5
Act. receptor conc. Amount 1,2.1475509745907226,501,10
Act. receptor conc. Amount 1,2.436003036866609,502,15
Act. receptor conc. Amount 1,2.99334399734637,503,20
