"Iter.","Eval.","Accept.","Steps.","Accept.","Steps.","Accept.","Steps.","Time m:s"
0,63,3.52113199593499460e-01,3,2.77777777777781856e-02,9,3.64363897539566217e-01,2,0.3125304679999772
1,66,,,2.50000000000000000e-01,1,,,0.3275440259999982
2,81,,,1.66666666666666741e-01,3,,,0.4167984489999981
3,846,3.80921194428670895e-01,45,4.96825574112647217e-01,128,1.05377609033379102e-01,32,4.3730088199999955
20,12843,7.86054605701666187e-01,246,7.65948926753068804e-01,177,7.75983662718436329e-01,208,65.61416666699995
40,23292,7.24402171634938807e-01,145,7.44593006935959312e-01,121,7.37521916625732188e-01,197,118.92590892199996
60,32337,7.68359924168800168e-01,167,7.77910393762273777e-01,164,7.53018588566748970e-01,129,164.893318507
80,39915,7.75169897579545464e-01,121,7.49642847292931958e-01,119,7.49928710142474197e-01,115,203.44832175599993
100,46668,6.91724171955663047e-01,108,7.62237669945613150e-01,32,7.58038515666209056e-01,65,237.73509679799997
120,48693,7.30911578665083383e-01,33,7.56894418889422660e-01,25,7.36157738314696775e-01,20,248.09072250999998
140,50553,7.70894838346478095e-01,30,7.77888489115552972e-01,18,7.86765756174509612e-01,28,257.61733853600003
160,51846,7.24670729704172234e-01,21,7.45101163535020095e-01,19,7.42190278629627276e-01,20,264.271102543
180,53898,7.56725081353626705e-01,33,7.40091962643369072e-01,24,7.79922495814805772e-01,19,274.77529368699993
200,55158,7.32358723497751218e-01,20,7.54938243416333865e-01,16,7.36663558830161769e-01,20,281.25000227
220,56778,7.87241502619756228e-01,26,7.69350003999801468e-01,20,7.36429373800013831e-01,21,289.56016217
240,57852,7.54747286018811581e-01,18,7.61214769127055435e-01,17,7.44077001384779280e-01,24,295.10603580099996
260,59352,7.25729605151627877e-01,24,7.74628675862814142e-01,15,7.66432342904735275e-01,19,302.78960563
280,61044,7.52984050395927751e-01,27,7.66819252486770964e-01,17,7.73160800421035077e-01,18,311.450278433
300,62304,7.39523103953148242e-01,20,7.73972884280316631e-01,16,7.55206689075801241e-01,17,318.01479669
320,63612,7.68625261992186060e-01,21,7.20801127813795128e-01,15,7.63967627292297391e-01,18,324.79092696399994
340,64608,7.61950614394041659e-01,16,7.54733077649281325e-01,26,7.52367214581928678e-01,16,329.92818913199994
360,65772,7.48944104300155677e-01,19,7.57203391166987649e-01,18,7.83788875073227254e-01,17,335.9315810979999
380,66672,7.58603920964134537e-01,15,8.27156198488178562e-01,16,7.02561718259654300e-01,14,340.66106829399996
400,67716,7.72304300256980270e-01,17,7.80065333611428713e-01,15,7.54192511022040879e-01,22,346.08832411699996
420,68856,7.45854857392481474e-01,19,8.25960136361405306e-01,15,7.54704540050016082e-01,20,351.99209765399996
440,69900,7.53615995567384456e-01,17,8.28338767686712996e-01,15,7.99891198061119524e-01,16,357.40318155399996
460,70992,7.25969389777483598e-01,18,8.61174897093586855e-01,15,8.18691175249438019e-01,15,363.02202143499994
480,72564,7.69278422019825658e-01,25,8.67918716886398545e-01,15,8.20315793734326726e-01,15,371.08990293399995
500,73968,7.63595235289355911e-01,23,8.50669052283014260e-01,15,7.24066226518272460e-01,15,378.351351499
520,74868,8.42554463750447069e-01,15,8.67311828553217423e-01,15,8.36125629061369113e-01,15,383.009799651
540,75768,8.04126360823791408e-01,15,7.93555419953099972e-01,15,7.86983099479639070e-01,15,387.68855562399995
560,76668,8.22463940316779052e-01,15,8.38345388272120795e-01,15,7.77827168364879973e-01,15,392.399461288
580,77568,8.21107206812726309e-01,15,8.03821326838077055e-01,15,8.29450673078435452e-01,15,397.054321149
600,78468,8.14279842746942206e-01,15,8.09761750593886998e-01,14,7.57120852181618176e-01,15,401.75166845900003
620,79368,8.35822634926273067e-01,15,8.22180299591733110e-01,15,8.24595009912203469e-01,15,406.42826783
640,80268,8.60297688256648541e-01,15,7.33703547316087668e-01,15,7.78471342538483047e-01,15,411.09642116199996
660,81168,8.00671753576016276e-01,15,8.09935513647433769e-01,15,8.54764452694121712e-01,15,415.7751998819999
680,82068,8.40601751485931747e-01,15,7.67392407924321618e-01,15,7.77563059581135474e-01,15,420.41545167999993
700,82968,8.38178844750837260e-01,15,7.78470894224332577e-01,15,8.58823908159289329e-01,15,425.04362638
720,83868,8.62131009472957954e-01,15,7.82593173058719116e-01,15,8.53105636058081762e-01,15,429.708817188
740,84768,7.61967952179917973e-01,15,8.13697125190079418e-01,15,8.32656100595625004e-01,15,434.366639698
760,85668,8.14954582818124829e-01,15,8.61636188241088896e-01,15,8.24681451436977908e-01,15,439.007574287
780,86568,8.32968435018607956e-01,15,8.31406875007833612e-01,15,7.53778834721342106e-01,15,443.67621296999994
800,87468,8.31353998776253267e-01,15,8.49100110911033323e-01,15,7.89187944379688311e-01,15,448.321437125
820,88354,8.87099501985590511e-01,15,8.08296024104256938e-01,15,8.30410779369245899e-01,15,452.91368811099994
840,88954,8.36685404610281735e-01,15,,,7.69759105236641261e-01,15,456.054266331
860,89554,8.62091100606836136e-01,15,,,8.31039888353799605e-01,15,459.11632099299993
880,90154,8.28627806522417298e-01,15,,,8.16969537181916894e-01,15,462.25153859299996
900,90653,8.62119089882491640e-01,15,,,7.81148568859193926e-01,14,464.81498383099995
920,90953,8.40559563238711283e-01,15,,,,,466.467656199
940,91253,8.47000230402349286e-01,15,,,,,468.006880324
960,91553,7.96366969884085840e-01,15,,,,,469.55379675899997
980,91853,8.31876625577205764e-01,15,,,,,471.150493128
1000,92138,8.04574625617372030e-01,15,,,,,472.61856161899993
