"Iter.","Eval.","Accept.","Steps.","Accept.","Steps.","Accept.","Steps.","Time m:s"
0,21,3.75000000000000000e-01,2,3.33333333333333315e-01,1,3.88888888888888840e-01,1,159.81146928481758
1,24,2.50000000000000000e-01,1,2.50000000000000000e-01,1,2.50000000000000000e-01,1,159.82009216584265
2,27,2.50000000000000000e-01,1,2.50000000000000000e-01,1,2.50000000000000000e-01,1,159.82654114905745
3,36,3.33333333333333315e-01,1,3.75000000000000000e-01,2,3.75000000000000000e-01,2,160.16095631103963
20,38454,7.64611743080325978e-01,599,7.66493095347919318e-01,712,7.67645491911654099e-01,652,5487.9951229458675
40,80034,7.56680050732229326e-01,783,7.29141421331197415e-01,660,7.41366034088928871e-01,701,11406.936453377828
60,127887,7.56450108376495511e-01,722,7.78513275380173120e-01,732,7.54950800721332249e-01,812,18182.59031994175
80,175647,7.56355218469590862e-01,793,7.50151202928326710e-01,777,7.58192592205853222e-01,759,24952.467696803622
100,218997,7.28280627075367781e-01,640,7.54676903987829939e-01,634,7.66638157024759237e-01,688,30932.902773658745
120,237030,7.71585903227306136e-01,239,7.63183732563922135e-01,234,7.21614706768403336e-01,287,33639.776562106796
140,255195,7.73047409889683679e-01,262,7.26240865254210499e-01,215,7.32421170821297318e-01,289,36187.23463415168
160,270456,7.02740135015116008e-01,305,7.63932005101242595e-01,320,7.58500093443857715e-01,242,38318.40759089682
180,290295,7.52921761504860232e-01,298,7.37014822405418046e-01,367,7.32797692125709443e-01,315,41084.409109985456
200,308160,7.64059629039638089e-01,327,7.62898163682139252e-01,255,7.78731012464645489e-01,284,43621.31751206424
220,325947,7.60972034480216108e-01,216,7.64924079674337065e-01,302,7.56132416274311603e-01,283,46160.544527654536
240,340917,7.61186829252519903e-01,271,7.37922555288601734e-01,294,7.47307353293057752e-01,238,48278.6335157631
260,352479,6.60584682340753626e-01,241,7.12194943076610687e-01,222,7.15188653976693289e-01,178,49801.071154865436
280,374088,7.63024730946604057e-01,233,7.68306814773724200e-01,254,7.84815365033312173e-01,349,52952.11696749646
300,389517,7.65498974045709990e-01,191,7.53382155718512525e-01,302,7.51329485351001192e-01,245,55090.29369206261
320,404319,7.61326048107471842e-01,220,7.39052665749040494e-01,204,7.42021835675041208e-01,235,57204.227529997006
340,415530,7.18497323917822173e-01,228,7.79427532797291045e-01,227,7.53134211904903705e-01,178,58873.49757806957
360,430077,7.58569557809072315e-01,286,7.59728205614420116e-01,187,7.81444043351789963e-01,231,60816.80258941557
