"Iter.","Eval.","Accept.","Steps.","Time m:s"
0,5,2.50000000000000000e-01,1,0.18591782543808222
1,6,2.50000000000000000e-01,1,0.20027704164385796
2,7,2.50000000000000000e-01,1,0.20351531449705362
3,8,2.50000000000000000e-01,1,0.20631802175194025
20,427,7.04111104581561675e-01,24,25.213771922513843
40,16452,7.63059601608122251e-01,764,1013.6436742516235
60,32672,7.44294046968817291e-01,773,2016.311250595376
80,47441,7.51963462336486366e-01,704,2930.080601998605
100,62938,7.34077559205220775e-01,738,3888.1569036813453
120,65833,7.49905777634207737e-01,138,4067.3209009356797
140,69493,7.35427606587341964e-01,175,4293.841044914909
160,72010,7.07367167945367581e-01,120,4449.56220059935
180,74490,7.71287000133874967e-01,119,4602.996846888214
200,77094,7.55291057388551512e-01,124,4763.963501443155
220,79562,7.45214164346861496e-01,118,4916.510115929879
240,81590,7.73980319213740997e-01,97,5041.997604892589
260,82891,7.19221779849475107e-01,62,5122.4386213142425
280,84535,7.55560600194182030e-01,79,5224.166732255369
300,85955,7.52208263385884757e-01,68,5311.921367845498
320,87503,7.68382773727400714e-01,74,5407.563589446247
340,88644,7.52652186058079709e-01,55,5478.105735545978
360,89808,7.57694411438653237e-01,56,5550.097583625466
380,91164,7.62768785741247846e-01,65,5633.92764513474
400,92656,7.41836296179877230e-01,72,5726.140956000425
420,94364,7.56832707485103562e-01,82,5831.7717888643965
440,95528,7.78339509969343202e-01,56,5903.739015903324
460,96895,7.01007127451959811e-01,65,5988.277478984557
480,98315,7.62403052179014606e-01,68,6076.103812787682
500,99680,7.72725675942744106e-01,65,6160.577826525085
520,100940,7.91750382732886782e-01,60,6238.467848873697
540,102200,8.34602027764750898e-01,60,6316.323719107546
560,103460,8.08168201802575759e-01,60,6394.246818984859
580,104720,8.44372294534839418e-01,60,6472.129945755936
600,105980,8.45432567708609306e-01,60,6550.101166694425
620,107240,8.49083672803764400e-01,60,6628.071554435417
640,108500,7.88344654017527957e-01,60,6705.983191952109
660,109760,7.95882444923007637e-01,60,6783.9643663344905
680,111020,7.24517978362721471e-01,60,6862.276002785191
700,112280,7.68192109477838780e-01,60,6940.109267264605
720,113540,7.97226370528649975e-01,60,7017.930220344104
740,114800,7.14253012739074600e-01,60,7095.767360454425
760,116060,8.04022098434663102e-01,60,7173.6815782841295
780,117199,5.50997125101766350e-01,55,7244.0468162968755
800,118372,6.32581011399758308e-01,56,7316.53824130632
820,119626,6.39347421883992184e-01,60,7394.020676424727
840,120853,6.64520879171529244e-01,59,7469.890398435295
860,122095,7.01319341291654408e-01,60,7546.629828843288
880,123355,7.68945162849928754e-01,60,7624.469069520943
900,124586,5.92147630873619768e-01,59,7700.544056843966
920,125846,7.10407592429713852e-01,60,7778.508702033199
940,127106,6.71692868975035218e-01,60,7856.366586822085
960,128366,6.38489317946066670e-01,60,7934.234464434907
980,129626,6.64132512123392194e-01,60,8012.180119753815
1000,130886,7.85403383627342411e-01,60,8090.057876924984
1020,132146,7.83290958795082148e-01,60,8168.001280792989
1040,133406,8.13625867880660159e-01,60,8245.870716295205
1060,134666,8.23704023698924592e-01,60,8323.832897639833
1080,135926,8.46498146446104438e-01,60,8401.845266108401
1100,137186,8.27503003112859403e-01,60,8479.809774610214
1120,138446,8.16888784323686501e-01,60,8557.641532526352
1140,139706,7.43480858475700335e-01,60,8635.527822884731
1160,140966,8.39838514193316676e-01,60,8713.426459891722
1180,142226,7.21325221043492282e-01,60,8791.236330656335
1200,143486,8.01116810801665302e-01,60,8869.149318060838
1220,144746,7.90924709166516360e-01,60,8947.176422540098
1240,146006,8.24726799237921249e-01,60,9025.175122800283
1260,147266,8.13517422260088052e-01,60,9103.066679605283
1280,148526,7.91609823854495187e-01,60,9181.017529645935
1300,149914,8.27087617482947679e-01,67,9266.851595388725
1320,151878,8.06410814673011900e-01,94,9388.360070450231
1340,154354,6.94645916017807452e-01,118,9541.577308120206
1360,155614,8.34811976297026637e-01,60,9619.545026904903
1380,156874,8.26990857871883533e-01,60,9697.482764812186
1400,158134,8.30031144478612259e-01,60,9775.381885310635
1420,159394,8.58687386119453944e-01,60,9853.409467506222
1440,160654,8.45925539045143338e-01,60,9931.387296014465
1460,161914,7.71488167873913167e-01,60,10009.29047223553
1480,163174,7.81508102296262885e-01,60,10087.207617273554
1500,164371,8.27279295188337649e-01,60,10161.241641115397
