"Iter.","Eval.","Accept.","Steps.","Time m:s"
0,7,3.33333333333333315e-01,1,0.2028622580692172
1,8,2.50000000000000000e-01,1,0.20878310967236757
2,9,2.50000000000000000e-01,1,0.2112425146624446
3,11,3.33333333333333315e-01,1,0.2826486127451062
20,6738,7.59420636576684571e-01,374,454.10426449682564
40,24140,7.61376821862444042e-01,829,1629.3628520406783
60,43419,7.55365087780825561e-01,919,2929.8248776495457
80,60829,7.66390857042694051e-01,830,4105.687774389982
100,78301,7.51655854769298193e-01,832,5284.5296303341165
120,80621,7.17905923066528784e-01,111,5441.272329700179
140,82905,7.58984284354952354e-01,109,5595.50890518073
160,84213,7.11204798949721884e-01,63,5683.870269340463
180,86118,7.73823429998076184e-01,91,5812.435650437139
200,87858,7.48544888249455420e-01,83,5929.933686191216
220,89438,7.56268250083957039e-01,76,6036.4661926124245
240,91114,7.49107098940217653e-01,80,6149.401360720396
260,92713,7.25208215213860918e-01,76,6257.0878835991025
280,94517,7.67250103131427608e-01,86,6378.4547631582245
300,96609,7.46791835735449827e-01,100,6519.50646242965
320,98317,7.48544179333113346e-01,82,6634.558706454001
340,99769,7.54939182408665421e-01,70,6732.48892135825
360,101029,7.43343465265052017e-01,60,6817.384435674176
380,102481,7.71548657530974458e-01,70,6915.254179829732
400,103869,7.58780699248141288e-01,67,7008.829169135541
420,105193,7.56904749002413224e-01,64,7098.139456358738
440,106549,7.41840401884269918e-01,65,7189.7389187552035
460,107914,7.38049836426581618e-01,65,7281.804598936811
480,109942,7.64457379967564910e-01,97,7418.818107148632
500,111362,7.75125504329850279e-01,68,7514.479421486147
520,112622,7.50731094128501031e-01,60,7599.31071344018
540,113882,7.97897708829453101e-01,60,7684.084751908667
560,115142,8.14146014588480460e-01,60,7768.914371241815
580,116402,8.18051803870203487e-01,60,7853.895342312753
600,117662,8.24139052057148880e-01,60,7938.87863206584
620,118922,7.92871023149058995e-01,60,8023.731856628321
640,120182,8.05161716811866435e-01,60,8108.621535329148
660,121442,8.13225028837151642e-01,60,8193.492267667316
680,122702,7.11436857616238760e-01,60,8278.378177701496
700,123962,7.53297435013437267e-01,60,8363.410429832526
720,125222,8.14185850346941686e-01,60,8448.273461803794
740,126482,8.18679724357999739e-01,60,8533.236659627408
760,127742,8.28145406832266895e-01,60,8618.211144918576
780,129002,7.74728470396010338e-01,60,8703.197323566303
800,130262,7.76773389372576673e-01,60,8788.00697720144
820,131522,8.03361596529410305e-01,60,8872.853057967499
840,132782,7.86841444011233015e-01,60,8957.779038297944
860,134042,8.04489749939294341e-01,60,9042.71037632227
880,135302,7.79327036796029882e-01,60,9127.583089374937
900,136562,8.25844951982118936e-01,60,9212.587213088758
920,137822,7.63803269506789118e-01,60,9297.499736483209
940,139082,8.20675843958083906e-01,60,9382.26261926815
960,140342,7.99466936538395179e-01,60,9467.10497398302
980,141602,8.27192208325220224e-01,60,9552.00492569711
1000,142862,8.06039383616106497e-01,60,9637.121248962358
1020,144122,7.56242959742050691e-01,60,9722.015892930329
1040,145382,8.35186284813541180e-01,60,9806.976058040746
1060,146642,7.73826156601748250e-01,60,9891.810758448206
1080,147902,7.63487610712003995e-01,60,9976.859870612621
1100,149162,7.69219451185949810e-01,60,10061.843082554638
1120,150422,8.23199721218649261e-01,60,10146.732499921694
1140,151682,7.84883406148840890e-01,60,10231.601316500455
1160,152942,7.78669903446043365e-01,60,10316.44796390459
1180,154202,8.05333701780386324e-01,60,10401.392169324681
1200,155462,7.36458724624921013e-01,60,10486.292832498439
1220,156722,8.13429315859256263e-01,60,10571.195957809687
1240,157982,7.89942619826551451e-01,60,10656.10721672047
1260,159242,8.16004026940693961e-01,60,10741.190981533378
1280,160502,8.12273018718151718e-01,60,10826.02111296542
1300,161762,7.96083081544747606e-01,60,10910.707172576338
1320,163022,7.96887385899848311e-01,60,10995.652183954604
1340,164282,7.61159481396024851e-01,60,11080.696865716018
1360,165542,7.81780689327987610e-01,60,11165.64974285569
1380,166802,8.16230656178195013e-01,60,11250.465282868594
1400,168062,8.06987591747931332e-01,60,11335.279688610695
1420,169322,7.59552594279571003e-01,60,11420.349428812973
1440,170582,7.57813882219772528e-01,60,11505.425056515262
1460,171842,8.05677804567486611e-01,60,11590.420347220264
1480,173102,8.18591054387131756e-01,60,11675.561236989684
1500,174299,7.78943527238562861e-01,60,11756.31075567659
