"Iter.","Eval.","Accept.","Steps.","Accept.","Steps.","Accept.","Steps.","Time m:s"
0,351,4.95652173913043503e-01,57,4.57607998210983857e-01,6,3.96045677290714715e-01,19,4.047949584200978
1,354,2.50000000000000000e-01,1,,,,,4.083498917520046
2,357,2.50000000000000000e-01,1,,,,,4.11495949421078
3,582,2.77777777777777735e-01,1,,,4.62130899123951236e-02,59,6.31478835362941
20,32664,7.63518810707093820e-01,634,7.65265728255529964e-01,587,7.67918587526107199e-01,477,335.1322810398415
40,67494,7.48409263130424662e-01,553,7.62743816462731039e-01,538,7.62390947517314288e-01,493,692.5779272112995
60,101322,7.65845091516069942e-01,537,7.68102575893439998e-01,478,7.59404958230517568e-01,575,1039.1234671277925
80,132897,7.36432562741702545e-01,502,7.48170050988490321e-01,407,7.62188986233848342e-01,442,1363.4902108982205
100,169839,7.83694420383402757e-01,587,7.75771429388755984e-01,218,7.49812952924304388e-01,181,1743.3940115673468
120,177369,7.25707654660691537e-01,120,6.88271804355228278e-01,139,7.61047039583493623e-01,143,1820.4603761229664
140,187329,7.30967962151934603e-01,159,7.57047684697566114e-01,133,7.55012264470403482e-01,93,1922.383826349862
160,196545,7.56705732361819483e-01,147,7.65992259123321029e-01,131,7.83611929017225650e-01,139,2017.13030882366
180,202887,7.39498281305368765e-01,101,7.81957725708238516e-01,114,7.57340903379349450e-01,115,2081.912541515194
200,210231,7.82007088747249668e-01,117,7.32288952017020600e-01,89,6.66216144302824165e-01,139,2156.995721512474
220,215796,7.26067501302695595e-01,89,7.12690638964044276e-01,105,7.09772286933109564e-01,117,2213.315941265784
240,221904,7.92617573064429037e-01,97,7.82040829289761596e-01,224,7.79243218557371775e-01,149,2275.8520259037614
260,228024,7.04525676707124515e-01,97,7.55405964253907380e-01,107,7.52793376003759729e-01,100,2339.219283686951
280,234159,7.64173446784925603e-01,98,7.41612163988568884e-01,105,7.66039953203255575e-01,104,2401.895575143397
300,239958,7.24144081342574908e-01,93,7.45613778808758232e-01,106,7.35810354884763873e-01,103,2460.7513440633193
320,245967,7.82922274789742412e-01,96,7.48536306613383773e-01,92,7.57334073727701451e-01,110,2522.5309695927426
340,252051,7.58037734430825894e-01,97,7.67175490443028685e-01,124,7.53811060608152395e-01,90,2585.724754093215
360,257559,7.55739180576634584e-01,88,7.53723233043789853e-01,84,7.61281092662669745e-01,78,2641.454672173597
380,263433,7.49364331353706836e-01,94,7.55134076156888323e-01,90,7.64901891805470746e-01,82,2701.678963257931
400,269709,7.62661491577923178e-01,100,7.73714585538743727e-01,85,7.27094936326850960e-01,76,2765.9182866709307
420,275466,7.74678763929936842e-01,92,6.77334435239392407e-01,78,7.68831361466623009e-01,138,2824.8925649411976
440,282318,7.37087120776836024e-01,109,7.54725994503834152e-01,163,7.43584640771816630e-01,114,2895.1546261562034
460,287340,7.24139100842087879e-01,80,7.64865030579030103e-01,143,7.71328165827496415e-01,123,2947.1091555869207
480,293169,7.83157545748053630e-01,93,7.09303984897108886e-01,161,8.70796316367283829e-01,120,3006.8006655490026
500,301044,7.52134482140021654e-01,125,8.55052475048832861e-01,122,8.91307837332615316e-01,121,3087.480418169871
520,308664,8.92730341659180637e-01,121,9.21901707912564761e-01,121,9.10248653681088093e-01,121,3165.798391215503
540,316284,8.58937633987878590e-01,121,9.28672771510167805e-01,121,8.83943002050864846e-01,121,3243.8927382538095
560,323904,8.82396820070063148e-01,121,8.90624987372483856e-01,121,9.08592823053285259e-01,121,3322.2695182859898
580,331524,8.96395764489831492e-01,121,9.15713581284433031e-01,121,9.20104960496396562e-01,121,3400.8621915271506
600,339144,8.80138474181844543e-01,121,9.16518495764037100e-01,121,9.09537989366149269e-01,121,3478.6816749060526
620,346764,9.09231716276422852e-01,121,9.18277903765202130e-01,121,8.74431075713414052e-01,121,3556.524724123068
640,354384,9.21506478028883635e-01,121,8.97793542563399716e-01,121,9.07569296882782428e-01,121,3634.7616934916005
660,362004,9.04719962266394395e-01,121,8.89144295703273246e-01,121,9.19601030850458079e-01,121,3713.3857257924974
680,369624,8.79025034349706691e-01,121,9.13171917085284779e-01,121,9.16364288461954279e-01,121,3791.1578835127875
700,377244,8.99955199655034899e-01,121,8.94787979856841775e-01,121,8.99054608639282216e-01,121,3869.1536327032372
720,384864,9.36082777519555265e-01,121,9.22792950050535743e-01,121,9.11475207017809153e-01,121,3947.1319478880614
