"Iter.","Eval.","Accept.","Steps.","Time m:s"
0,5,2.50000000000000000e-01,1,0.1500316895544529
1,6,2.50000000000000000e-01,1,0.15850334148854017
2,7,2.50000000000000000e-01,1,0.1610236270353198
3,8,2.50000000000000000e-01,1,0.2151438118889928
20,5683,7.40375472786911293e-01,316,281.45314805209637
40,22307,7.36602197831913164e-01,792,1105.8970220452175
60,39740,7.46659911556611156e-01,831,1970.9299311172217
80,55744,7.43575423153367887e-01,763,2765.437371221371
100,72329,7.39655352278574929e-01,790,3588.7796392263845
120,72986,7.03864009735123641e-01,32,3621.4061848502606
140,74262,7.73793412033263017e-01,61,3684.7034782618284
160,75895,6.78766085194731694e-01,78,3765.7663275850937
180,77583,7.67869121626460704e-01,81,3849.580324748531
200,78811,7.58027760496217562e-01,59,3910.5161716723815
220,80071,7.49802092932147835e-01,60,3973.062440080568
240,81203,7.48816915328134880e-01,54,4029.3124528564513
260,82507,7.13623928772407434e-01,62,4094.066581477411
280,83799,7.37455371570594265e-01,62,4158.146256730892
300,85603,7.53406310980794691e-01,86,4247.64644775074
320,87458,7.74664658109454174e-01,89,4339.691730524413
340,88942,7.59249357046102524e-01,71,4413.320872302167
360,90298,7.57409430189169175e-01,65,4480.601621121168
380,91846,7.47257222209773420e-01,74,4557.335664886981
400,93298,7.51754627339722648e-01,70,4629.220583846793
420,94878,7.59574564645999706e-01,76,4707.272950544022
440,96138,7.62465073420381723e-01,60,4769.551304427907
460,97381,7.02388634982451188e-01,59,4831.018952565268
480,99383,7.67830662926329288e-01,96,4930.11926583387
500,101346,7.80442037587138926e-01,94,5027.355759441853
520,102606,8.64905817365139828e-01,60,5089.7383550181985
540,103866,8.89615403675035443e-01,60,5152.106772652827
560,105126,8.83001527074608106e-01,60,5214.463720366359
580,106386,8.78553545389695878e-01,60,5276.842463447712
600,107646,8.66356757885182516e-01,60,5339.227615874261
620,108906,8.81806523113801477e-01,60,5401.583269624971
640,110166,8.86670099969971148e-01,60,5463.981675082818
660,111426,8.95830348192148462e-01,60,5526.400214652531
680,112686,8.96333378881556841e-01,60,5588.713060611859
700,113946,8.85043192740875839e-01,60,5651.09259892907
720,115206,8.82060154997532209e-01,60,5713.3955286014825
740,116466,9.16761446982275352e-01,60,5775.716916766949
760,117726,9.05327864531480730e-01,60,5838.041488768533
780,118986,8.78617113549007955e-01,60,5900.422474838793
800,120246,9.02391058343206098e-01,60,5962.808170302771
820,121506,8.99139794980027274e-01,60,6025.159734181128
840,122766,8.94458308312365502e-01,60,6087.497650277801
860,124026,8.91013161268724652e-01,60,6149.824946398847
880,125286,8.87880856466911283e-01,60,6212.196416433901
900,126546,8.47275777795270968e-01,60,6274.553113469854
920,127806,8.65061993819914443e-01,60,6336.902280489914
940,129706,8.81312141813950234e-01,91,6430.837877877988
960,131478,8.90535472822181817e-01,85,6518.50208326336
980,132930,8.32010379820841695e-01,70,6590.3842917578295
1000,134190,8.68295893211224024e-01,60,6652.652472095564
1020,135450,8.86968768577659494e-01,60,6714.956663226709
1040,136710,8.69678790264410195e-01,60,6777.276985372417
1060,138866,8.74932759475994581e-01,103,6883.937784790061
1080,140766,8.06683842826753761e-01,91,6977.934209528379
1100,142282,7.87434604364395496e-01,73,7052.915698367171
1120,143670,8.00403840199288896e-01,67,7121.6088092289865
1140,144930,7.20641759548346639e-01,60,7184.00895050168
1160,148814,8.13139183896303797e-01,185,7376.292730547488
1180,152314,8.43161775223475241e-01,167,7549.517094890587
1200,155750,8.34830697229521079e-01,164,7719.700534350239
1220,157010,8.51411804993298382e-01,60,7782.107662819326
1240,158270,9.02566976752152028e-01,60,7844.447945563123
1260,159530,8.80402822663627127e-01,60,7906.813667206094
1280,160790,9.03608025615578625e-01,60,7969.202417449094
1300,162050,8.99684595776520601e-01,60,8031.573010418564
1320,164206,8.80437778115833902e-01,103,8138.2132112002
1340,165466,9.17152449730681663e-01,60,8200.592601867393
1360,166726,8.99293559253274810e-01,60,8263.113899805583
1380,167986,8.43778064543227124e-01,60,8325.59033064451
1400,169246,8.67807329102554648e-01,60,8388.055429993197
1420,171274,8.44092428638651748e-01,97,8488.538410774432
1440,173622,9.10438394354399105e-01,112,8605.005066485144
1460,175394,8.87024361947774898e-01,85,8692.834190089256
1480,177934,8.61124954502408002e-01,121,8818.765240600333
1500,180347,8.60648049544965765e-01,121,8938.143011680804
