"Iter.","Eval.","Accept.","Steps.","Time m:s"
0,8,5.00000000000000000e-01,2,55.191081892699
1,9,2.50000000000000000e-01,1,55.295717536471784
2,10,2.50000000000000000e-01,1,55.29802831355482
3,11,2.50000000000000000e-01,1,55.300332016311586
20,8841,7.28372122292690327e-01,491,394.58193834591657
40,25837,7.81564702260696298e-01,810,1044.8091440005228
60,43035,7.52894247579512510e-01,819,1702.3868789328262
80,59723,7.27238207183457774e-01,795,2340.3704283377156
100,76630,7.63218151314026261e-01,805,2984.876518573612
120,78998,7.37013780986550682e-01,113,3075.3891740124673
140,82263,7.53534111396871875e-01,156,3199.7535820752382
160,84639,6.96396551736328639e-01,113,3290.8017783928663
180,89134,7.65518729274847320e-01,215,3461.946950376965
200,92442,7.66296491785241174e-01,158,3588.4085808321834
220,95633,7.64583586821664829e-01,152,3710.328064768575
240,98642,7.51153422309908225e-01,144,3825.096278014593
260,102418,7.03003049908665023e-01,180,3969.0999122941867
280,105430,7.58774332225646608e-01,144,4084.2028337446973
300,108940,7.44561554325364638e-01,168,4218.258692302741
320,111739,7.69337097434300565e-01,134,4325.63938524574
340,114597,7.63845619547446120e-01,137,4434.707188632339
360,117047,7.47412311163448861e-01,117,4528.468291604891
380,119660,7.48698391160950272e-01,125,4628.8341271085665
400,122339,7.59541011342823369e-01,128,4731.6051587490365
420,124623,7.67943491906200149e-01,109,4819.1934108687565
440,126793,7.40185119680626613e-01,104,4902.245493098162
460,129228,7.07371756604003754e-01,116,4995.42355445493
480,132497,7.71127652830460031e-01,156,5120.54025891237
500,135570,7.58258093789921817e-01,147,5238.073944289237
520,138110,8.69601512939084387e-01,121,5335.009785237722
540,140650,8.46715491024010114e-01,121,5432.351222955622
560,143190,8.74245829686236431e-01,121,5529.453831473365
580,145730,8.48704840678067840e-01,121,5626.635067095049
600,148270,8.57954742921844593e-01,121,5723.805278625339
620,150810,8.92068611643132114e-01,121,5820.908553064801
640,153350,9.10440722564820670e-01,121,5917.893396859989
660,155890,8.52248857598889908e-01,121,6015.079684199765
680,158430,8.50383948188438321e-01,121,6112.200824693777
700,160970,8.56865148627973805e-01,121,6209.41181331221
720,163510,8.53197664040801218e-01,121,6306.160004784353
740,166050,8.50229066531650091e-01,121,6403.142723363824
760,168590,8.66101168067892502e-01,121,6500.293949573301
780,171130,8.69714092302893538e-01,121,6597.095106207766
800,173670,9.06951373958650553e-01,121,6694.396957955323
820,176210,9.09393231165224747e-01,121,6791.531697668135
840,178750,8.70126792734908117e-01,121,6888.701457362622
860,181290,8.63339261464285190e-01,121,6986.11994922813
880,183830,9.02476466114318421e-01,121,7083.400608423166
900,186370,8.52068037264539280e-01,121,7180.323574732989
920,188910,8.70264158966354118e-01,121,7277.191037971526
940,191450,8.35385134654245798e-01,121,7374.18709243834
960,193990,8.69200962394069077e-01,121,7471.642139789648
980,196530,8.34090236550182440e-01,121,7568.737080035731
1000,199070,8.64865588000102048e-01,121,7665.954837323166
1020,201610,8.70634716929118979e-01,121,7763.469061347656
1040,204150,9.10277769842207873e-01,121,7860.796285267919
1060,206690,7.93985705827120025e-01,121,7957.783653611317
1080,209230,8.90944306366456162e-01,121,8054.962035627104
1100,211770,9.14202291825777835e-01,121,8152.21070630569
1120,214310,8.35326356987863727e-01,121,8249.243799159303
1140,216850,8.72156396238418674e-01,121,8346.33027404081
1160,219390,8.79893053308929418e-01,121,8443.328013540246
1180,221930,8.36852379596179974e-01,121,8540.333569965325
1200,224470,8.57026147012064365e-01,121,8637.591895540245
1220,227010,8.46289733345885420e-01,121,8734.799134569243
1240,229550,8.82673487588773953e-01,121,8832.09567357786
1260,232090,9.02427279244213398e-01,121,8929.396517474204
1280,234630,8.43007855288608998e-01,121,9026.47027701512
1300,237170,8.38422708261702176e-01,121,9123.59025658574
1320,239710,8.85638554200880002e-01,121,9220.647223543376
1340,242250,8.82780356138391897e-01,121,9317.825247178786
1360,244790,8.58857816217745373e-01,121,9414.631999611855
1380,247330,8.49041424346830609e-01,121,9511.724883734249
1400,249870,7.65075846175395036e-01,121,9609.533598812297
1420,252410,8.73027785232219800e-01,121,9707.521284326911
1440,254950,8.78326608551302956e-01,121,9805.60711505264
1460,257490,8.68541528453254053e-01,121,9903.803915206343
1480,260030,8.70080688406214997e-01,121,10001.8369548833
1500,262443,8.49816758063703270e-01,121,10095.053395900875
