"Iter.","Eval.","Accept.","Steps.","Time m:s"
0,9,5.00000000000000000e-01,2,0.2999203968793154
1,10,2.50000000000000000e-01,1,0.35393314622342587
2,11,2.50000000000000000e-01,1,0.3910236181691289
3,12,2.50000000000000000e-01,1,0.4282418731600046
20,727,8.13217653342093172e-01,40,24.23682321049273
40,7253,7.47533000745677190e-01,311,241.65387121401727
60,13574,7.57553439998762790e-01,301,451.9726784126833
80,19523,7.32745512894591222e-01,284,649.9702886156738
100,26170,7.87340641828045307e-01,317,871.400020272471
120,28651,7.27092799830777348e-01,119,953.9552516220137
140,30743,7.48460256271949453e-01,100,1023.5921306461096
160,33099,7.18714735532411497e-01,112,1102.0423446130008
180,35383,7.75994549404917855e-01,109,1178.0860633533448
200,37635,7.50891053802135500e-01,108,1253.0255594728515
220,39215,7.58834981580752688e-01,76,1305.605292246677
240,41211,7.46323661809657923e-01,96,1372.1085266247392
260,43127,7.36043064677625813e-01,91,1435.9825285086408
280,45565,7.52116364587509523e-01,117,1517.1427936274558
300,47721,7.60689255727806768e-01,103,1588.9369244743139
320,49429,7.63973185478766137e-01,82,1645.7826366126537
340,51105,7.39960301486393246e-01,80,1701.5214312039316
360,53037,7.68650435835197210e-01,92,1765.8557009948418
380,54873,7.52084255519226086e-01,88,1826.9571846304461
400,56581,7.53126790245720490e-01,82,1883.8775688754395
420,58353,7.57384470736948145e-01,85,1942.847223595716
440,59933,7.51465006539989822e-01,76,1995.4484112225473
460,61651,7.46809433424465707e-01,82,2052.6163038481027
480,63743,7.47119749375841247e-01,100,2122.2168725347146
500,65963,7.76609976714319750e-01,106,2196.0957066668198
520,68503,8.35655175376448733e-01,121,2280.652589282021
540,71043,8.30128303146305924e-01,121,2365.200371393934
560,73583,7.86757142629961659e-01,121,2449.841670789756
580,76059,8.51400738114157174e-01,118,2532.2875969875604
600,78599,8.33138991135017659e-01,121,2616.8098919289187
620,81011,8.03410873202472176e-01,115,2697.055651867762
640,83359,8.10100818738999195e-01,112,2775.1878599580377
660,85835,8.20715899386263326e-01,118,2857.563950032927
680,88311,8.53460975931609189e-01,118,2939.885862471536
700,90787,8.54556747884435031e-01,118,3022.3107319772243
720,93327,8.50766567310050070e-01,121,3106.8323378935456
740,95803,8.23224178223724068e-01,118,3189.262017740868
760,98343,7.96533320347548202e-01,121,3273.799341807142
780,100883,8.50782548040993292e-01,121,3358.3088995795697
800,103231,8.37859271568366260e-01,112,3436.5034991363063
820,105707,8.05700516941350253e-01,118,3518.8767715590075
840,108183,7.95051051658615893e-01,118,3601.2319529037923
860,110595,8.41907214790604042e-01,115,3681.525959994644
880,113007,8.09782619803297465e-01,115,3761.806458506733
900,115419,8.06065747454105641e-01,115,3842.404452218674
920,117895,8.42183027085352531e-01,118,3924.796007728204
940,120435,8.03826582558002101e-01,121,4009.406571559608
960,122975,8.21525439412173819e-01,121,4093.979010465555
980,125323,8.22074079334012553e-01,112,4172.1725638099015
1000,127735,8.20991163105407318e-01,115,4252.47895129025
1020,130275,8.09543149131433215e-01,121,4337.014772332273
1040,132815,8.00761113692261772e-01,121,4421.566173611209
1060,135355,7.76374765106907283e-01,121,4506.049806514755
1080,137895,8.04372508450753698e-01,121,4590.548418250866
1100,140371,8.40276266010453021e-01,118,4672.916397993453
1120,142847,7.80551014927568954e-01,118,4755.3150442279875
1140,145323,7.80433718554962907e-01,118,4837.744088229723
1160,147863,8.17642918798446861e-01,121,4922.252576647326
1180,150339,8.21783490241374315e-01,118,5004.675362419337
1200,152879,8.04561095194093245e-01,121,5089.207385992631
1220,155419,8.24536600125649111e-01,121,5173.845428769477
1240,157959,8.05096543470520398e-01,121,5258.46985713765
1260,160499,8.41255989769454815e-01,121,5343.096960039809
1280,163039,8.23607435242006525e-01,121,5427.675832072273
1300,165579,8.03953470482805743e-01,121,5512.1816671593115
1320,168119,8.28100312831727803e-01,121,5596.604382044636
1340,170595,8.56634896426121784e-01,118,5678.994009915739
1360,172943,8.59342529283577461e-01,112,5757.080172444694
1380,175419,7.89952395953518627e-01,118,5839.3966205259785
1400,177895,8.69585330503670040e-01,118,5921.837840232067
1420,180371,8.02301501544380069e-01,118,6004.319059665315
1440,182911,8.23985403310407483e-01,121,6088.913610219955
1460,185259,8.12982590464721544e-01,112,6167.0758946491405
1480,187735,8.42827227605040807e-01,118,6249.473945216276
1500,190148,8.19029731139399031e-01,121,6329.729332837276
