"Iter.","Eval.","Accept.","Steps.","Time m:s"
0,11,5.00000000000000000e-01,1,0.10184007976204157
1,12,2.50000000000000000e-01,1,0.12993328552693129
2,13,2.50000000000000000e-01,1,0.1320609888061881
3,14,2.50000000000000000e-01,1,0.13415174558758736
20,143,6.82148546457680305e-01,8,4.109561319462955
40,327,7.45941609283844009e-01,9,10.248408244922757
60,496,7.40301495751255700e-01,9,15.769988258369267
80,699,7.41794751481912096e-01,10,22.561120512895286
100,821,7.68852724736810877e-01,6,26.474426604807377
120,877,6.97619047619047583e-01,3,27.912927143275738
140,1357,7.93690667303740383e-01,23,43.77081787120551
160,14455,7.30142970611625364e-01,624,486.5929583227262
180,30863,7.50025457198356227e-01,782,1040.9416821487248
200,47286,7.50020702761006519e-01,783,1595.7362888269126
220,63682,7.70605848602992305e-01,781,2133.3083143197
240,81099,7.55804081191639776e-01,830,2704.97682202328
260,90837,7.08578822517115237e-01,464,3024.5386305600405
280,95047,7.58937255715852799e-01,201,3162.6007110569626
300,97913,7.46222569222912080e-01,137,3256.4397908374667
320,101195,7.49438509396429198e-01,157,3363.9346413258463
340,104122,7.69355649682625820e-01,140,3459.712524450384
360,106790,7.56280786096286350e-01,128,3547.127446143888
380,110162,7.71606765014588136e-01,161,3657.7542578838766
400,112830,7.52813360297865497e-01,128,3745.130014509894
420,115314,7.66509844542755059e-01,119,3826.5399754568934
440,117854,7.48277460380824322e-01,121,3909.895447724499
460,120024,7.25100822270090983e-01,104,3981.1539979167283
480,123076,7.56794384545480314e-01,146,4081.596372292377
500,125232,7.60295065836198103e-01,103,4152.4466188549995
520,127772,7.93643809197001282e-01,121,4236.051591754891
540,130312,8.02493329324422633e-01,121,4319.565127124079
560,132852,8.18563248249294717e-01,121,4403.040485365316
580,135392,8.11771524895915531e-01,121,4486.62384665478
600,137932,8.00266138939032090e-01,121,4570.194760371931
620,140472,8.15508213491784262e-01,121,4653.683852279559
640,143012,8.04902404792077086e-01,121,4737.406178422272
660,145552,8.46202325399122990e-01,121,4821.052740596235
680,148092,8.29672161847365808e-01,121,4904.37681988813
700,150632,8.13692472645722198e-01,121,4987.862165912986
720,153172,7.92864654820784165e-01,121,5071.36346432101
740,155712,8.45040850834706703e-01,121,5154.9012867817655
760,158252,8.18174608042285922e-01,121,5238.5120086073875
780,160792,8.02841516712030301e-01,121,5321.941548845731
800,163332,7.81800233444755244e-01,121,5405.92731572222
820,165872,7.97685521765325478e-01,121,5489.25515441969
840,168412,8.12872098345295613e-01,121,5572.813817663118
860,170952,8.14473580712755441e-01,121,5656.22522822395
880,173492,8.36933369220441481e-01,121,5739.693910766393
900,176032,8.06431961936278641e-01,121,5823.174097169191
920,178572,7.94289248773409562e-01,121,5906.695360323414
940,181112,8.09510941894058922e-01,121,5990.156957932748
960,183652,8.05130433972953252e-01,121,6073.709414754063
980,186192,8.05591490367292606e-01,121,6157.2243289789185
1000,188732,8.52853104388270666e-01,121,6240.901850360446
1020,191272,8.72742102710076906e-01,121,6324.343602817506
1040,193812,8.11411845206973181e-01,121,6407.831057634205
1060,196352,8.43096519853998916e-01,121,6491.257482787594
1080,198892,7.80766162932489571e-01,121,6574.743013000116
1100,201432,7.81082287862071345e-01,121,6658.266829751432
1120,203972,7.71010916612148711e-01,121,6741.781096561812
1140,206512,8.24203837010853091e-01,121,6825.357988864183
1160,209052,8.43803632060262543e-01,121,6908.907345811836
1180,211592,8.23359883607413523e-01,121,6992.485136547126
1200,214132,8.21089346262436792e-01,121,7075.892710841261
1220,216672,7.89604522038468093e-01,121,7159.37528158538
1240,219212,7.86800436979758988e-01,121,7242.896218674257
1260,221752,7.96760243851857175e-01,121,7326.347720357589
1280,224292,8.06291778728567055e-01,121,7409.820513186976
1300,226832,8.08652254725866437e-01,121,7493.336045447737
1320,229372,7.92015408449941560e-01,121,7576.758275562897
1340,231912,7.89027680384286834e-01,121,7660.222843741067
1360,234452,8.06903787585687593e-01,121,7743.687620472163
1380,236992,8.18404456141764491e-01,121,7827.26603955403
1400,239532,8.26367581923753591e-01,121,7910.636434291489
1420,242072,8.55877386101308146e-01,121,7993.950492539443
1440,244612,7.61707850527647223e-01,121,8077.4345595939085
1460,247152,8.45208158668630638e-01,121,8161.0464500384405
1480,249692,7.93777265611318894e-01,121,8244.654087813571
1500,252105,8.18372918785584824e-01,121,8323.865741773508
