"Iter.","Eval.","Accept.","Steps.","Time m:s"
0,7,5.00000000000000000e-01,1,0.12023557163774967
1,8,2.50000000000000000e-01,1,0.1448370609432459
2,9,2.50000000000000000e-01,1,0.1673838496208191
3,10,2.50000000000000000e-01,1,0.18976562470197678
20,310,7.78535976318996736e-01,17,6.229255213402212
40,6449,7.54047202782352599e-01,293,129.72616497520357
60,12061,7.76037820842046533e-01,268,242.55114477034658
80,16393,7.58248456150314443e-01,207,329.7122315429151
100,21114,7.82361030248629574e-01,225,424.58050705492496
120,23340,7.13024510540909651e-01,106,469.3153769876808
140,25566,7.74951536509364214e-01,106,514.0262738447636
160,27478,7.34746755430940701e-01,91,552.477905696258
180,30242,7.42340690073078457e-01,132,607.9744240604341
200,32409,7.50271668027205019e-01,104,650.9337613293901
220,34373,7.62251916017069764e-01,94,689.9057795722038
240,35953,7.77790229916029863e-01,76,721.2745253359899
260,37808,6.97243181415983404e-01,89,758.0691143851727
280,39356,7.51861044048225069e-01,74,788.7923389244825
300,41256,7.50275931234608784e-01,91,826.4640345340595
320,42900,7.65682993672364254e-01,79,859.1647148532793
340,44480,7.38286762572394784e-01,76,890.4925586450845
360,45932,7.69627508008513539e-01,70,919.2910318225622
380,47320,7.64393685624903618e-01,67,946.8153015067801
400,48772,7.35930815011627160e-01,70,975.6030427077785
420,50160,7.61809166336884891e-01,67,1003.1219246629626
440,51612,7.83776908633866176e-01,70,1031.918417463079
460,52981,6.95616706451218869e-01,65,1059.0538036683574
480,55329,7.51816271783968593e-01,112,1105.679347159341
500,57229,7.74733511208602010e-01,91,1143.3159195473418
520,59001,8.14665382156613216e-01,85,1178.482746725902
540,60325,8.28615594296668867e-01,64,1204.7280799327418
560,62161,8.05228409552914859e-01,88,1241.128650823608
580,63997,8.62719667552885205e-01,88,1277.5329253328964
600,66153,8.46807941588687552e-01,103,1320.3149253372103
620,67541,8.35121395202218508e-01,67,1347.8748240666464
640,69697,8.46984315371230756e-01,103,1390.6567938178778
660,71341,8.19414884661292087e-01,79,1423.2938729617745
680,72601,8.27092525172989923e-01,60,1448.3262877985835
700,73861,7.93066077952757187e-01,60,1473.2909556375816
720,75889,8.56252989249708163e-01,97,1513.497958787717
740,77469,8.42219249751939847e-01,76,1544.8317847540602
760,78729,8.30773692029113331e-01,60,1569.8341045165434
780,81141,7.98925849359882201e-01,115,1617.7767979344353
800,83361,8.22303188255092188e-01,106,1661.8449721680954
820,85261,8.39189464713202882e-01,91,1699.5621316730976
840,87225,8.34313957222828639e-01,94,1738.5721048871055
860,88613,8.48887734066481991e-01,67,1766.0819217069075
880,90833,7.90761181067846430e-01,106,1810.1450169859454
900,92605,8.28025906476373308e-01,85,1845.3037441633642
920,93865,7.77735476453019881e-01,60,1870.3034716742113
940,95701,8.48081063472101548e-01,88,1906.698210411705
960,97537,8.26812278633185294e-01,88,1943.099201131612
980,99117,8.11599132405485091e-01,76,1974.4592205891386
1000,100953,8.57193026247574985e-01,88,2010.8557379199192
1020,102725,7.94339189933419898e-01,85,2046.0109487250447
1040,104753,8.16757987029590571e-01,97,2086.2951959650964
1060,106397,8.42628166128719380e-01,79,2118.9103350583464
1080,108233,8.38269523561249619e-01,88,2155.351345322095
1100,110197,8.44149172054287744e-01,94,2194.268202893436
1120,111649,8.43050322585845002e-01,70,2223.0681818593293
1140,113165,8.48846888838636127e-01,73,2253.0691461106762
1160,114745,8.43864843884176152e-01,76,2284.4503415599465
1180,116005,8.52401387321578108e-01,60,2309.4279501475394
1200,117585,8.36029957262104384e-01,76,2340.8018271438777
1220,119677,7.86226849883026935e-01,100,2382.286644280888
1240,120937,8.14967755166798757e-01,60,2407.252333384007
1260,122197,8.23027679313055538e-01,60,2432.239380654879
1280,123521,8.56630662827281730e-01,64,2458.4748449390754
1300,124973,8.73720559815829967e-01,70,2487.303836496547
1320,126233,8.20348672882013741e-01,60,2512.2719689970836
1340,127749,8.38394808878235365e-01,73,2542.3299383046106
1360,129521,8.41739058273088148e-01,85,2577.498831294477
1380,130781,8.50256967616479065e-01,60,2602.5047124316916
1400,132041,8.36545713186058415e-01,60,2627.5470194863155
1420,133301,8.49929751049571358e-01,60,2652.5481251990423
1440,135073,7.86631645206356311e-01,85,2687.7094339411706
1460,136845,8.50356454033939002e-01,85,2722.8683955119923
1480,139001,8.43049777823368207e-01,103,2765.6853463174775
1500,140518,8.33276741676648336e-01,76,2795.814249191433
