"Iter.","Eval.","Accept.","Steps.","Time m:s"
0,6,3.33333333333333315e-01,1,0.1215380784124136
1,7,2.50000000000000000e-01,1,0.12677201628684998
2,8,2.50000000000000000e-01,1,0.1295575648546219
3,9,2.50000000000000000e-01,1,0.13178725726902485
20,1316,6.97829613328229237e-01,73,52.68943922780454
40,19526,8.09027491921852082e-01,868,793.1982922656462
60,37433,7.63070308472297620e-01,853,1520.8210769211873
80,54837,7.50040055619227708e-01,829,2229.185756086372
100,71763,7.63984410041039452e-01,806,2917.221573113464
120,73094,7.11670440518968439e-01,64,2971.3317114990205
140,74802,7.54094796073717211e-01,82,3040.5062329228967
160,76712,7.00862656346144863e-01,91,3118.2331730276346
180,78814,7.59774201450965747e-01,101,3203.653838579543
200,80170,7.62925584756319775e-01,65,3258.8606517706066
220,81718,7.64484939778692252e-01,74,3322.0450894348323
240,83052,7.27465312727398117e-01,64,3376.3887327229604
260,84647,7.01150798492467531e-01,76,3441.374037414789
280,86650,7.74514537787715285e-01,96,3523.0962916761637
300,88486,7.56906255123439342e-01,88,3597.9486403483897
320,89942,7.43220081381942510e-01,70,3657.4263426261023
340,91348,7.74412621980877902e-01,67,3714.88563376572
360,92711,7.45786947901200592e-01,65,3770.5566762303934
380,93978,7.42849086197200470e-01,61,3822.2534357262775
400,95302,7.73347861460724983e-01,64,3876.2963590156287
420,96658,7.55327196496727082e-01,65,3931.671547530219
440,97950,7.43344894638615528e-01,62,3984.452007208951
460,99123,7.17064696262499024e-01,56,4032.330657222308
480,100803,7.49460666600057723e-01,80,4100.997162936255
500,102073,7.65862931833109606e-01,61,4152.863726615906
520,103333,7.76916991017187586e-01,60,4204.2123376643285
540,104593,7.91420533163199602e-01,60,4255.776134688407
560,105853,7.91773745283032904e-01,60,4307.235834045336
580,107113,8.21263321139475755e-01,60,4358.754767877981
600,108373,7.70268470292311713e-01,60,4410.183353111148
620,109633,7.97381406857667896e-01,60,4461.473663860001
640,110893,8.34839367675072164e-01,60,4512.916926763952
660,112153,7.55716718909590246e-01,60,4564.358504494652
680,113413,8.29200087543494169e-01,60,4615.717842025682
700,114673,8.15433738325710644e-01,60,4667.172289623879
720,115933,8.23109010406824715e-01,60,4718.613942338154
740,117193,8.19858669165682841e-01,60,4770.092260155827
760,118453,7.85938908572247685e-01,60,4821.516801388003
780,119713,8.33520775477646692e-01,60,4872.907676920295
800,120973,8.08671016878754090e-01,60,4924.2652183920145
820,122233,8.18364486027072124e-01,60,4975.599234194495
840,123493,8.00740949035616212e-01,60,5027.091567874886
860,124753,7.85370280325884518e-01,60,5078.549081103876
880,126013,7.73794578557272517e-01,60,5129.954479153268
900,127273,7.44663427639012609e-01,60,5181.321806659922
920,128533,7.97497874969016141e-01,60,5232.644667948596
940,129793,7.91878748435520863e-01,60,5284.05216513481
960,131053,7.73640845865107285e-01,60,5335.398430924863
980,132313,7.64756100354871515e-01,60,5386.726003231481
1000,133573,7.84540710075742220e-01,60,5438.116065169685
1020,134833,7.70356705986082968e-01,60,5489.476557080634
1040,136093,8.08222931744375761e-01,60,5540.982109659351
1060,137353,7.48966123789010174e-01,60,5592.352871619165
1080,138613,8.12610836933107983e-01,60,5643.84897215385
1100,139873,8.33251885741966292e-01,60,5695.292090529576
1120,141133,8.18005933021941023e-01,60,5746.745357151143
1140,142393,7.62326681036926801e-01,60,5798.125229057856
1160,143653,7.92936968484963423e-01,60,5849.515031223185
1180,144913,7.80639549022311030e-01,60,5900.952180537395
1200,146173,7.58397507924033265e-01,60,5952.361994969659
1220,147433,8.18203084781945700e-01,60,6003.737372625619
1240,148693,7.34203370850546433e-01,60,6055.127368173562
1260,149953,7.80071520890890602e-01,60,6106.5655165547505
1280,151213,7.55549713896283670e-01,60,6157.913405427709
1300,152473,7.67754879628069875e-01,60,6209.3576721781865
1320,153733,7.98455406936149692e-01,60,6260.80777338054
1340,154993,7.52942867414085670e-01,60,6312.215958312154
1360,156253,7.84473820305944924e-01,60,6363.657527257688
1380,157513,7.24425956620297185e-01,60,6415.059781217016
1400,158773,8.37155616396402125e-01,60,6466.496864117682
1420,160033,8.00628418794038899e-01,60,6517.878665328957
1440,161293,8.01318563414532781e-01,60,6569.369642351754
1460,162553,8.16068997939363494e-01,60,6620.79654336255
1480,163813,8.05606393211432570e-01,60,6672.375664827414
1500,165010,8.05973997796002317e-01,60,6721.260905843228
