"Iter.","Eval.","Accept.","Steps.","Accept.","Steps.","Accept.","Steps.","Time m:s"
0,36,5.00000000000000000e-01,4,1.25000000000000000e-01,4,2.70833333333441229e-01,2,1.852130385999999
1,801,6.00289102350247572e-01,15,5.00000000000000000e-01,128,5.26367108098774295e-01,24,2.710973549000073
2,1566,5.47837108312960508e-01,100,5.00000000000000000e-01,128,,,5.790419218999887
3,1947,,,3.06003939693244853e-01,64,4.99520495347228644e-01,256,6.256501655999955
20,14136,7.61651264876207157e-01,259,7.77573184455633060e-01,226,7.46753997835644445e-01,169,37.09733245899997
40,25044,7.75720070592659017e-01,207,7.51016160404797239e-01,151,7.78960506212212689e-01,163,62.62002286500001
60,35985,7.57090540867883410e-01,174,7.58664725611250090e-01,172,7.52800982875382774e-01,125,87.16811953000001
80,45528,7.67880879111083159e-01,152,7.50000958210527813e-01,158,7.47364383564680379e-01,80,109.7099635510001
100,55689,7.62972178136452461e-01,63,7.84705653965883987e-01,183,7.81172203452626834e-01,19,133.05548711000006
120,56919,7.25639514305086775e-01,18,7.16294496499434108e-01,20,7.49861052502200476e-01,19,136.06480400300006
140,58035,7.47320432652894939e-01,25,7.60508353894955302e-01,18,7.49364585759907387e-01,20,138.54035706800005
160,59076,7.65865022286585373e-01,16,7.17349282160368529e-01,17,7.63476335025374486e-01,17,140.6754165330001
180,60480,7.43848754030987047e-01,17,7.51265281898657600e-01,23,7.60507659885617637e-01,16,144.065954251
200,61740,7.62330061919440860e-01,22,7.69243206309120020e-01,20,7.80650873426850800e-01,18,146.92632634699999
220,63168,7.32028808179973178e-01,19,7.44654826569475348e-01,23,7.63508550379684570e-01,15,150.40971230700006
240,64236,7.55459785372737946e-01,21,7.43791796724632137e-01,17,7.21828256856322126e-01,17,152.5506849589999
260,65280,7.53376485298771659e-01,19,7.32823028087166928e-01,17,7.41794155771158259e-01,21,155.34429509400002
280,66318,7.61391731753740530e-01,19,7.45778490091382196e-01,17,7.57662928203392316e-01,17,157.605208941
300,67410,7.46485133816507718e-01,18,7.61906090619381526e-01,18,8.53674315190493305e-01,15,159.960037478
320,68334,7.56716244763974699e-01,17,7.58275335996554167e-01,15,8.32204629310079547e-01,15,162.88360235200003
340,69354,7.56876323731715428e-01,19,7.37891047959098656e-01,17,7.95820181476530331e-01,15,164.832629172
360,70182,7.36171393282090247e-01,16,7.61854726967043705e-01,14,8.04159346250277074e-01,15,166.98738725599992
380,71322,7.66992856725173366e-01,16,7.71584397119908894e-01,19,8.37945558819091052e-01,15,169.95947427300007
400,72438,7.68979918391045847e-01,18,7.50180637386611782e-01,18,8.23015196467059562e-01,15,172.25688463100005
420,73386,7.34094471409619809e-01,16,7.30478610007502471e-01,16,8.09941402874064353e-01,15,174.87655648200007
440,74358,7.13945149016983915e-01,17,7.80880518413894942e-01,16,7.94560900066916820e-01,15,177.07741685299993
