"Iter.","Eval.","Accept.","Steps.","Time m:s"
0,7,5.00000000000000000e-01,1,0.050892540253698826
1,8,2.50000000000000000e-01,1,0.061210013926029205
2,9,2.50000000000000000e-01,1,0.07047777902334929
3,10,2.50000000000000000e-01,1,0.07973918970674276
20,719,7.92268298325320419e-01,40,4.945979968644679
40,5435,7.65924021030689239e-01,225,37.17568428628147
60,9185,7.59946220290384056e-01,179,62.81268804240972
80,12347,7.62504786571002846e-01,151,84.39577644411474
100,15179,7.66626769579700107e-01,135,103.74252190254629
120,16342,7.20671548673004647e-01,56,111.68782366160303
140,17762,7.55779623380085974e-01,68,121.38321249652654
160,19270,7.36066930813864539e-01,72,131.69588319398463
180,20825,7.46607088351991188e-01,75,142.3461150927469
200,22117,7.59321734670348025e-01,62,151.17355742119253
220,23289,7.36148416522096394e-01,56,159.1896810568869
240,24613,7.73279249839608163e-01,64,168.23519898671657
260,25795,7.13963490746721940e-01,57,176.3192157158628
280,27535,7.72653383884014944e-01,83,188.20735976379365
300,28555,7.67924010953065062e-01,49,195.18250597827137
320,29655,7.52069095847373026e-01,53,202.71591203380376
340,30536,7.48584517395622706e-01,42,208.7378267077729
360,31294,7.63927451114388423e-01,37,213.92620201501995
380,32183,7.68958543450757093e-01,43,219.9939422607422
400,32931,7.52202319546813158e-01,36,225.10013276617974
420,33843,7.46006456826843745e-01,44,231.34462931659073
440,34655,7.60266281548075740e-01,39,236.90087655279785
460,35352,7.21136762755792859e-01,33,241.6664344035089
480,36388,7.45794112827191324e-01,50,248.74277619645
500,37360,7.27916199335365888e-01,47,255.39436368923634
520,38204,5.30773804859065446e-01,41,261.17573517840356
540,39368,4.23095737159880081e-01,56,269.1368732638657
560,40436,8.27828289703960052e-01,51,276.43384975381196
580,41696,8.89935298888997472e-01,60,285.05289178993553
600,42956,9.19205689022231431e-01,60,293.6900199437514
620,44216,8.94584793997357797e-01,60,302.2969172783196
640,45348,9.01992687646978708e-01,54,310.0339084044099
660,46608,8.94841476797037516e-01,60,318.66306527890265
680,47804,8.83526873366574539e-01,57,326.8455487731844
700,48872,9.01777971540886902e-01,51,334.1538398480043
720,50100,8.92308573062586263e-01,59,342.5373888332397
740,51360,9.00722730775063485e-01,60,351.1436234470457
760,52620,8.96075550065858262e-01,60,359.7480849856511
780,53880,9.01341742390275202e-01,60,368.3642680058256
800,55140,8.95556774405012468e-01,60,376.9630853552371
820,56304,8.82915385432266775e-01,56,384.90658294502646
840,57564,9.06292601571788703e-01,60,393.5086001101881
860,58824,9.12819431065682307e-01,60,402.11955911200494
880,59924,8.75923430245275414e-01,53,409.63299382384866
900,61088,8.81591985488378360e-01,56,417.5878619318828
920,62732,9.09767520240619909e-01,79,428.8148032082245
940,64056,8.93441010485109488e-01,64,437.85733184497803
960,65284,8.98221478507910120e-01,59,446.24157378450036
980,66512,8.93850128664833044e-01,59,454.63096015620977
1000,67484,8.63471980926739824e-01,47,461.2693523261696
1020,68680,8.91444447330272283e-01,57,469.44508845731616
1040,69940,8.74754398911570807e-01,60,478.05048562027514
1060,71200,8.97144766908092861e-01,60,486.6648604096845
1080,72460,9.02804956194205976e-01,60,495.2686013029888
1100,73720,9.06355294827667524e-01,60,503.88220186997205
1120,74788,8.89399095105164239e-01,51,511.17941936757416
1140,75760,8.77005852165688160e-01,47,517.8267236901447
1160,77020,9.09562421177308345e-01,60,526.4235132709146
1180,78280,9.02519704087909824e-01,60,535.042466679588
1200,79508,9.16710648978643183e-01,59,543.4362783618271
1220,80768,8.90203545768376237e-01,60,552.0485996166244
1240,82412,9.01182947051891725e-01,79,563.2719902377576
1260,84120,9.12724779585512014e-01,82,574.9508024603128
1280,85380,9.07433121139933463e-01,60,583.5558065101504
1300,86704,9.01106313205867759e-01,64,592.6037058029324
1320,87964,8.94928782422924063e-01,60,601.2095519276336
1340,89224,9.07905493037780564e-01,60,609.8156022569165
1360,90484,9.00882957715241295e-01,60,618.4411542834714
1380,91744,8.89750134025419137e-01,60,627.0491025568917
1400,93100,8.81750412885268120e-01,65,636.3060861518607
1420,94360,9.03265586852149194e-01,60,644.9264661045745
1440,95748,8.88834658794488308e-01,67,654.4104270525277
1460,97072,8.97723386047782568e-01,64,663.4603692572564
1480,98332,8.93510174217327147e-01,60,672.0825401479378
1500,99529,8.83337878135998955e-01,60,680.2628915514797
