"Iter.","Eval.","Accept.","Steps.","Time m:s"
0,11,5.00000000000000000e-01,1,0.07944310922175646
1,12,2.50000000000000000e-01,1,0.0835864283144474
2,13,2.50000000000000000e-01,1,0.08581333421170712
3,14,2.50000000000000000e-01,1,0.08814518060535192
20,74,6.69146193149669943e-01,4,1.3805136932060122
40,223,7.40975785830488176e-01,8,5.257191756740212
60,431,7.42131173670201094e-01,10,10.713601146824658
80,577,7.79098493659282187e-01,7,14.536122760735452
100,1036,7.55336252866957825e-01,22,26.27912385482341
120,3860,7.56496629754816907e-01,135,100.50207083765417
140,22281,7.80150761347070953e-01,878,586.4499651826918
160,38677,7.53333551640166466e-01,781,1019.3537879679352
180,57109,7.61976898603896169e-01,878,1504.944886554964
200,74513,7.44331621025318801e-01,829,1963.7575912857428
220,92935,7.73287105171759248e-01,878,2449.337485982105
240,111377,7.62172913190447998e-01,879,2935.2326711481437
260,119745,6.95179893950831018e-01,399,3155.5631780950353
280,122740,7.60594595379986194e-01,143,3234.625765421428
300,125664,7.72564371999285182e-01,140,3311.6686280360445
320,128396,7.42855687980661039e-01,131,3383.7910737441853
340,130749,7.65163413737761422e-01,113,3445.734264939092
360,132649,7.62711402152743800e-01,91,3496.007592190057
380,134805,7.41286938104380511e-01,103,3552.866647469811
400,136897,7.68460446971222955e-01,100,3608.0664106030017
420,139245,7.61627222131028403e-01,112,3669.8639954552054
440,141721,7.54451392831624434e-01,118,3735.3281450849026
460,144081,7.30881255317853751e-01,113,3797.522276809439
480,146813,7.64380253113511321e-01,131,3869.5357838608325
500,149033,7.51078023700585851e-01,106,3928.07708817441
520,151573,8.02672005572635294e-01,121,3995.1555987987667
540,154113,8.18577798884585817e-01,121,4062.0921017397195
560,156653,8.15688308343168189e-01,121,4129.217258054763
580,159193,7.89875960067049521e-01,121,4196.278526625596
600,161733,8.35299756594810483e-01,121,4263.271770583466
620,164273,7.59520639388540864e-01,121,4330.180418277159
640,166813,7.80163086405764483e-01,121,4397.205535005778
660,169353,8.02120264730609822e-01,121,4464.155165780336
680,171893,7.96520982836246394e-01,121,4531.2101895092055
700,174433,8.28816202853401296e-01,121,4598.218276255764
720,176973,8.04087656811014129e-01,121,4665.265230152756
740,179513,7.60404810962360345e-01,121,4732.31329911761
760,182053,8.03968492892349063e-01,121,4799.287712037563
780,184593,8.45230409315750997e-01,121,4866.147820115089
800,187133,8.35267116580984958e-01,121,4933.187868952751
820,189673,7.53916711066689449e-01,121,5000.162678476423
840,192213,8.23086298744050371e-01,121,5067.114486891776
860,194753,7.86727264938131499e-01,121,5133.923772584647
880,197293,7.87676435993656554e-01,121,5201.0019507939
900,199833,7.87107504021922311e-01,121,5268.060542154126
920,202373,8.04793670819381135e-01,121,5335.072249269113
940,204913,8.05114732226308361e-01,121,5401.997706257738
960,207453,7.77305813166743742e-01,121,5469.063770072535
980,209993,8.22721696490959387e-01,121,5536.021286399104
1000,212533,7.83406011895104282e-01,121,5602.9371948754415
1020,215073,8.31325985981288373e-01,121,5669.709200588055
1040,217613,7.99219551562898256e-01,121,5736.575585597195
1060,220153,8.10685176057410639e-01,121,5803.581870801747
1080,222693,8.53398037883106420e-01,121,5870.444818699732
1100,225233,7.94208176638941166e-01,121,5937.355788053013
1120,227773,7.60598555129406662e-01,121,6004.210043620318
1140,230313,8.13477040910407068e-01,121,6071.12710440997
1160,232853,8.15763188813923068e-01,121,6138.18564722687
1180,235393,7.87971943851841661e-01,121,6205.049788886681
1200,237933,7.90993279128803350e-01,121,6273.987095044926
1220,240473,8.01895055911710508e-01,121,6342.944030934945
1240,243013,8.42663716132523888e-01,121,6411.777035020292
1260,245553,8.11927986701934445e-01,121,6480.67934437748
1280,248093,8.09189898264644158e-01,121,6549.518184359185
1300,250633,8.27961103859571113e-01,121,6618.4929812839255
1320,253173,8.00347709756283110e-01,121,6687.311378033832
1340,255713,8.60427897320467650e-01,121,6756.334069850855
1360,258253,8.26150482403193998e-01,121,6825.195840589702
1380,260793,7.79778253877671634e-01,121,6894.282434690744
1400,263333,8.42208573727322607e-01,121,6963.167040441185
1420,265873,7.84871244687326497e-01,121,7032.093458275311
1440,268413,8.16246265263886772e-01,121,7101.052105811425
1460,270953,8.28534886275159810e-01,121,7170.107211999595
1480,273493,8.27097910711171891e-01,121,7239.000710038468
1500,275906,8.10062240605089690e-01,121,7304.44223173894
